,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital_instability_1983_(1983),marital_instability_in_1988_(1988),marital_stability_1992_(1992),marital_instability_2000_(2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
1330,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1333,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.6000000238418579,0.0,0.3000000119209289,0.0,"Under \$20,000","\$50,000 - \$59,999","\$50,000 - \$59,999","\$20,000 - \$29,999"
1334,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SELF","YES, SELF",YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1342,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF",BOTH,"YES, SELF",NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1348,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,BOTH,"YES,SPOUSE",NO,NO,NO,NO,NO,0.699999988079071,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
1357,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.6000000238418579,0.0,0.0,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1358,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1360,YES SELF,"YES,SELF","YES,SPOUSE",BOTH,NO,NO,NO,"YES, SELF",NO,NO,"YES,SPOUSE",NO,NO,BOTH,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,1.1100000143051147,0.7799999713897705,1.1799999475479126,1.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1365,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,"YES,SPOUSE",NO,"YES, SPOUSE",NO,NO,NO,NO,0.0,0.4799999892711639,0.0,0.7799999713897705,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1366,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,BOTH,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,0.8500000238418579,0.8500000238418579,0.4799999892711639,1.1799999475479126,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1369,BOTH,"YES,SPOUSE","YES,SPOUSE","YES, SELF",YES SELF,NO,"YES,SPOUSE",NO,NO,NO,"YES,SPOUSE",NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,1.0,1.0399999618530271,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1370,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1371,YES SELF,"YES,SELF","YES,SELF",BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1376,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$100,000 or More","\$30,000 - \$39,999","\$25,000 - \$29,999","Under \$20,000"
1381,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,YES SELF,NO,NO,NO,NO,NO,"YES,SELF",NO,0.8500000238418579,1.0,1.0399999618530271,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1389,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1394,NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.8999999761581421,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1397,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.7799999713897705,0.8999999761581421,0.6000000238418579,0.4799999892711639,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
1398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1399,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1417,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1420,NO,NO,NO,"YES, SELF",NO,NO,NO,"YES, SPOUSE",NO,NO,NO,BOTH,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"Under \$20,000","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1421,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
1427,YES SELF,"YES,SELF","YES,SELF","YES, SELF",YES SPOUSE,"YES,SELF","YES,SELF","YES, SELF",NO,"YES,SELF",NO,NO,YES SPOUSE,BOTH,"YES,SELF","YES, SELF",NO,NO,NO,NO,0.4799999892711639,0.699999988079071,1.0,0.8999999761581421,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1428,NO,BOTH,"YES,SPOUSE",BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
1432,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1435,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,BOTH,NO,BOTH,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1440,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.4799999892711639,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1447,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1450,NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,YES SELF,NO,"YES,SELF",NO,NO,NO,"YES,SELF","YES, SELF",0.3000000119209289,0.7799999713897705,1.149999976158142,0.4799999892711639,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1453,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$40,000 - \$49,999","Under \$20,000","\$30,000 - \$39,999","\$25,000 - \$29,999"
1455,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","Under \$20,000","\$30,000 - \$39,999","\$25,000 - \$29,999"
1465,YES SELF,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","Under \$20,000","\$30,000 - \$39,999","\$25,000 - \$29,999"
1468,YES SPOUSE,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,1.2999999523162842,0.0,0.0,0.6000000238418579,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1470,YES SELF,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.6000000238418579,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1471,NO,NO,NO,"YES, SELF",NO,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.0,0.699999988079071,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1474,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1478,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$60,000 - \$69,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1479,YES SELF,"YES,SELF",BOTH,"YES, SELF",YES SPOUSE,NO,NO,NO,NO,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1485,BOTH,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,0.8999999761581421,0.3000000119209289,0.6000000238418579,0.3000000119209289,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1489,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,1.0,0.8999999761581421,0.0,0.3000000119209289,"\$20,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1491,NO,NO,NO,NO,BOTH,BOTH,NO,NO,NO,"YES,SPOUSE",NO,NO,YES SELF,BOTH,"YES,SELF",NO,YES SELF,NO,NO,NO,0.699999988079071,1.0,0.4799999892711639,0.4799999892711639,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1499,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.949999988079071,0.949999988079071,0.3000000119209289,"\$25,000 - \$29,999","Under \$20,000","Under \$20,000","Under \$20,000"
1500,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$20,000 - \$29,999","Under \$20,000"
1501,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","Under \$20,000","\$20,000 - \$29,999","Under \$20,000"
1504,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1505,NO,"YES,SELF",NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1507,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1508,YES SELF,NO,NO,"YES, SELF",NO,NO,NO,NO,YES SELF,"YES,SELF",NO,"YES, SELF",YES SELF,NO,BOTH,BOTH,NO,NO,NO,NO,0.699999988079071,0.6000000238418579,0.8500000238418579,0.7799999713897705,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1509,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","Under \$20,000","\$25,000 - \$29,999"
1513,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
1514,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,0.0,0.0,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1517,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.699999988079071,0.0,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","Under \$20,000","\$20,000 - \$29,999"
1518,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,BOTH,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.699999988079071,0.8500000238418579,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1519,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.3000000119209289,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$20,000 - \$29,999","\$30,000 - \$39,999"
1520,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1534,YES SPOUSE,NO,"YES,SELF","YES, SPOUSE",NO,"YES,SPOUSE","YES,SELF","YES, SPOUSE",NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.7799999713897705,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
1535,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,BOTH,NO,NO,NO,NO,NO,NO,0.8500000238418579,0.8500000238418579,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","Under \$20,000","\$20,000 - \$29,999"
1539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1543,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1545,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1549,YES SELF,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.6000000238418579,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1554,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,"YES,SELF",NO,NO,"YES,SELF","YES,SELF",NO,NO,"YES,SELF","YES,SELF",NO,0.0,1.149999976158142,1.2599999904632568,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1556,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,"YES,SELF",NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,0.0,0.0,1.3200000524520874,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1557,NO,NO,NO,BOTH,NO,NO,NO,"YES, SELF",YES SPOUSE,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.0,0.6000000238418579,0.0,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$60,000 - \$69,999"
1558,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,0.3000000119209289,0.949999988079071,0.699999988079071,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1560,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.4799999892711639,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1561,NO,"YES,SELF",NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$20,000 - \$29,999","\$30,000 - \$39,999","Under \$20,000"
1567,NO,NO,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.4799999892711639,0.699999988079071,0.699999988079071,0.4799999892711639,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","Under \$20,000"
1571,NO,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.4799999892711639,0.4799999892711639,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1579,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SELF","YES,SPOUSE",NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1582,NO,NO,NO,NO,NO,BOTH,BOTH,NO,NO,NO,"YES,SELF",NO,NO,NO,BOTH,NO,NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.4799999892711639,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1583,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.4799999892711639,0.4799999892711639,0.0,0.3000000119209289,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1588,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.7799999713897705,0.4799999892711639,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1589,NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"Under \$20,000","\$25,000 - \$29,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1597,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1598,NO,"YES,SELF","YES,SELF","YES, SELF",NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,"YES,SELF","YES,SELF","YES, SELF",YES SPOUSE,"YES,SPOUSE","YES,SELF",BOTH,NO,"YES,SELF",NO,NO,0.3000000119209289,1.2300000190734863,0.0,0.0,"\$60,000 - \$69,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1599,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1600,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,BOTH,NO,NO,NO,NO,NO,YES SELF,NO,NO,"YES, SELF",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
1601,BOTH,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",YES SPOUSE,BOTH,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,"YES, SPOUSE",YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,"YES, SPOUSE",0.4799999892711639,0.3000000119209289,0.3000000119209289,0.699999988079071,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1603,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.6000000238418579,0.0,0.0,0.0,"\$40,000 - \$49,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1604,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1606,YES SELF,"YES,SELF",BOTH,NO,NO,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.8999999761581421,0.3000000119209289,0.8999999761581421,0.3000000119209289,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1608,NO,BOTH,BOTH,BOTH,YES SELF,"YES,SELF","YES,SELF",NO,YES SPOUSE,NO,NO,"YES, SELF",NO,NO,NO,"YES, SELF",NO,"YES,SELF",NO,"YES, SELF",0.3000000119209289,0.0,0.699999988079071,1.2000000476837158,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1615,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1617,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,BOTH,NO,NO,NO,NO,NO,0.699999988079071,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1619,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$60,000 - \$69,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
